# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 15 09:39:16 2023
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_time0:      Transit Epoch [BJD]
# COLUMN koi_time0_err1: Transit Epoch Upper Unc. [BJD]
# COLUMN koi_time0_err2: Transit Epoch Lower Unc. [BJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_longp:      Long. of Periastron [deg]
# COLUMN koi_longp_err1: Long. of Periastron Upper Unc. [deg]
# COLUMN koi_longp_err2: Long. of Periastron Lower Unc. [deg]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_ingress:    Ingress Duration [hrs]
# COLUMN koi_ingress_err1: Ingress Duration Upper Unc. [hrs]
# COLUMN koi_ingress_err2: Ingress Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_srho_err1:  Fitted Stellar Density Upper Unc. [g/cm**3]
# COLUMN koi_srho_err2:  Fitted Stellar Density Lower Unc. [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_smet_err1:  Stellar Metallicity Upper Unc. [dex]
# COLUMN koi_smet_err2:  Stellar Metallicity Lower Unc. [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sage_err1:  Stellar Age Upper Unc. [Gyr]
# COLUMN koi_sage_err2:  Stellar Age Lower Unc. [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,ra,dec,koi_kepmag
12021625,K02996.01,Kepler-1404 b,CONFIRMED,CANDIDATE,,,,,,15.93134000,3.00000e-04,-3.00000e-04,141.8136000,6.70000e-03,-6.70000e-03,2454974.814,6.70000e-03,-6.70000e-03,0,,,,,,1.2500,0.30,-0.30,3.0024,,,,,,742,,,0.28000,1.20000e-01,-1.20000e-01,,,,24.00,14.00,-14.00,0.119,,,83.08,,,611.0,,,,,,10.700000,3.50000,-3.50000,16.40,,,,5426.00,85.00,-85.00,4.600,0.300,-0.300,,,,0.7800,0.3400,-0.3400,0.8780,0.0630,-0.0630,0.7000,3.9000,-3.9000,296.009430,50.498379,15.688
9777256,K02997.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.33249900,1.30000e-05,-1.30000e-05,132.0925000,7.90000e-03,-7.90000e-03,2454965.092,7.90000e-03,-7.90000e-03,0,,,,,,0.0300,0.10,-0.10,4.3796,,,,,,147,,,0.01090,4.20000e-03,-4.20000e-03,,,,0.99,,,0.022,,,89.38,,,1402.0,,,,,,2.390000,0.11000,-0.11000,21.60,,,,5156.00,,,4.484,,,,,,0.8360,,,0.7770,,,,,,294.536190,46.509830,15.255
3742855,K00045.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,6.39719060,2.40000e-06,-2.40000e-06,174.3637900,2.60000e-04,-2.60000e-04,2455007.364,2.60000e-04,-2.60000e-04,0,,,,,,0.7610,0.10,-0.10,5.2283,,,,,,16551,,,0.13239,4.50000e-04,-4.50000e-04,,,,10.45,,,0.059,,,83.65,,,675.0,,,,,,7.106000,0.05900,-0.05900,763.50,,,,4373.00,,,4.547,,,,,,0.7230,,,0.6720,,,,,,290.266140,38.837917,13.133
11905011,K00297.01,Kepler-514 b,CONFIRMED,CANDIDATE,,,,,,5.65183800,4.30000e-05,-4.30000e-05,172.2759000,2.30000e-03,-2.30000e-03,2455005.276,2.30000e-03,-2.30000e-03,0,,,,,,0.8150,0.10,-0.10,3.0466,,,,,,133,,,0.01178,3.50000e-04,-3.50000e-04,,,,1.65,0.71,-0.71,0.065,,,84.80,,,1230.0,,,,,,8.500000,3.10000,-3.10000,52.00,,,,6282.00,66.00,-66.00,4.280,0.300,-0.300,,,,1.2800,0.5500,-0.5500,1.1300,0.1400,-0.1400,3.5300,0.8400,-0.8400,286.247190,50.242409,12.182
4175630,K02998.01,Kepler-1405 b,CONFIRMED,CANDIDATE,,,,,,28.22737000,2.50000e-04,-2.50000e-04,141.4924000,6.00000e-03,-6.00000e-03,2454974.492,6.00000e-03,-6.00000e-03,0,,,,,,0.3000,1.00,-1.00,5.7242,,,,,,1208,,,0.03100,1.50000e-02,-1.50000e-02,,,,3.00,1.90,-1.90,0.181,,,89.38,,,576.0,,,,,,37.000000,17.00000,-17.00000,25.10,,,,5875.00,119.00,-119.00,4.540,0.300,-0.300,,,,0.8900,0.3700,-0.3700,0.9970,0.0790,-0.0790,0.5000,3.0000,-3.0000,295.684840,39.256142,15.873
7433585,K02999.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.54554280,2.00000e-06,-2.00000e-06,131.7247000,1.80000e-03,-1.80000e-03,2454964.725,1.80000e-03,-1.80000e-03,0,,,,,,0.0230,0.10,-0.10,1.9997,,,,,,86,,,0.00850,2.60000e-03,-2.60000e-03,,,,0.89,0.48,-0.48,0.013,,,89.38,,,2299.0,,,,,,2.171000,0.08100,-0.08100,23.20,,,,6064.00,95.00,-95.00,4.500,0.300,-0.300,,,,0.9600,0.4300,-0.4300,1.0600,0.0960,-0.0960,0.3000,1.8000,-1.8000,288.147640,43.099709,14.914
6289257,K00307.02,Kepler-520 c,CONFIRMED,NOT DISPOSITIONED,,,,,,5.21105800,5.40000e-05,-5.40000e-05,131.5367000,3.60000e-03,-3.60000e-03,2454964.537,3.60000e-03,-3.60000e-03,0,,,,,,0.6600,0.15,-0.15,3.2630,,,,,,99,,,0.00971,3.40000e-04,-3.40000e-04,,,,1.15,0.07,-0.07,0.061,,,85.94,,,1143.0,,,,,,9.300000,3.70000,-3.70000,42.40,,,,6141.00,56.00,-56.00,4.420,0.100,-0.100,,,,1.0860,0.0530,-0.0530,1.1390,0.0380,-0.0380,0.9300,0.8300,-0.8300,293.180330,41.617760,12.797
9907129,K03127.01,Kepler-1436 b,CONFIRMED,CANDIDATE,,,,,,9.70542000,1.70000e-04,-1.70000e-04,140.3750000,1.20000e-02,-1.20000e-02,2454973.375,1.20000e-02,-1.20000e-02,0,,,,,,0.8100,0.76,-0.76,6.7463,,,,,,134,,,0.01180,5.20000e-03,-5.20000e-03,,,,1.46,0.82,-0.82,0.092,,,83.08,,,962.0,,,,,,6.600000,3.20000,-3.20000,13.50,,,,6227.00,122.00,-122.00,4.370,0.300,-0.300,,,,1.1300,0.4000,-0.4000,1.1000,0.1100,-0.1100,2.5900,0.9500,-0.9500,297.711580,46.768021,14.930
7609674,K03128.01,,CANDIDATE,CANDIDATE,,,,,,21.23599000,2.00000e-04,-2.00000e-04,149.8843000,6.40000e-03,-6.40000e-03,2454982.884,6.40000e-03,-6.40000e-03,0,,,,,,0.0200,0.23,-0.23,4.2219,,,,,,112,,,0.00940,4.60000e-03,-4.60000e-03,,,,1.00,,,0.148,,,89.95,,,662.0,,,,,,38.900000,3.50000,-3.50000,18.00,,,,5848.00,,,4.445,,,,,,0.9740,,,0.9650,,,,,,292.479770,43.227024,13.371
6964159,K03129.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,25.50388000,3.20000e-04,-3.20000e-04,139.3566000,9.10000e-03,-9.10000e-03,2454972.357,9.10000e-03,-9.10000e-03,0,,,,,,0.9500,0.41,-0.41,3.5764,,,,,,194,,,0.01660,3.50000e-03,-3.50000e-03,,,,1.59,0.70,-0.70,0.168,,,86.52,,,584.0,,,,,,16.900000,8.10000,-8.10000,12.90,,,,5803.00,102.00,-102.00,4.540,0.300,-0.300,,,,0.8700,0.3400,-0.3400,0.9790,0.0660,-0.0660,0.5000,3.3000,-3.3000,296.044010,42.454708,14.746
10252275,K03130.01,Kepler-1907 c,CONFIRMED,CANDIDATE,,,,,,14.86398000,1.10000e-04,-1.10000e-04,142.9516000,5.20000e-03,-5.20000e-03,2454975.952,5.20000e-03,-5.20000e-03,0,,,,,,0.9800,0.20,-0.20,2.1342,,,,,,200,,,0.01870,2.40000e-03,-2.40000e-03,,,,1.59,0.91,-0.91,0.108,,,85.94,,,608.0,,,,,,13.200000,4.70000,-4.70000,15.60,,,,5142.00,72.00,-72.00,4.540,0.300,-0.300,,,,0.7800,0.4300,-0.4300,0.7590,0.0710,-0.0710,14.0000,3.9000,-3.9000,280.708530,47.328060,13.752
10252275,K03130.02,Kepler-1907 b,CONFIRMED,CANDIDATE,,,,,,5.65250700,3.50000e-05,-3.50000e-05,136.9767000,4.00000e-03,-4.00000e-03,2454969.977,4.00000e-03,-4.00000e-03,0,,,,,,0.4000,0.99,-0.99,2.1602,,,,,,116,,,0.00980,3.70000e-03,-3.70000e-03,,,,0.83,0.56,-0.56,0.057,,,88.81,,,837.0,,,,,,18.800000,9.10000,-9.10000,14.30,,,,5142.00,72.00,-72.00,4.540,0.300,-0.300,,,,0.7800,0.4300,-0.4300,0.7590,0.0710,-0.0710,14.0000,3.9000,-3.9000,280.708530,47.328060,13.752
11455181,K03131.01,Kepler-1437 b,CONFIRMED,CANDIDATE,,,,,,10.92944000,1.70000e-04,-1.70000e-04,141.5060000,1.10000e-02,-1.10000e-02,2454974.506,1.10000e-02,-1.10000e-02,0,,,,,,0.8800,0.53,-0.53,5.8407,,,,,,218,,,0.01600,4.80000e-03,-4.80000e-03,,,,1.52,0.76,-0.76,0.096,,,83.08,,,767.0,,,,,,7.100000,3.60000,-3.60000,14.50,,,,5789.00,98.00,-98.00,4.550,0.300,-0.300,,,,0.8700,0.3500,-0.3500,0.9750,0.0650,-0.0650,0.4000,3.4000,-3.4000,291.864930,49.325920,15.591
9541295,K03132.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.53665220,1.50000e-06,-1.50000e-06,131.7074000,1.30000e-03,-1.30000e-03,2454964.707,1.30000e-03,-1.30000e-03,0,,,,,,0.0300,0.93,-0.93,2.4664,,,,,,34,,,0.00530,2.60000e-03,-2.60000e-03,,,,0.62,0.43,-0.43,0.013,,,88.81,,,2410.0,,,,,,1.730000,0.84000,-0.84000,31.40,,,,5993.00,98.00,-98.00,4.370,0.300,-0.300,,,,1.0800,0.5200,-0.5200,1.0000,0.1200,-0.1200,5.3000,2.0000,-2.0000,297.329710,46.136089,12.649
7516809,K03133.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.24183915,6.20000e-07,-6.20000e-07,131.8756600,6.00000e-04,-6.00000e-04,2454964.876,6.00000e-04,-6.00000e-04,0,,,,,,0.6100,0.74,-0.74,0.8538,,,,,,208,,,0.01360,6.80000e-03,-6.80000e-03,,,,1.32,0.73,-0.73,0.008,,,69.33,,,2723.0,,,,,,1.750000,0.84000,-0.84000,36.70,,,,5866.00,85.00,-85.00,4.540,0.300,-0.300,,,,0.8900,0.2200,-0.2200,0.9920,0.0440,-0.0440,0.4000,3.0000,-3.0000,288.246150,43.135841,15.525
6115516,K03134.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.86575940,2.90000e-06,-2.90000e-06,131.5769000,2.10000e-03,-2.10000e-03,2454964.577,2.10000e-03,-2.10000e-03,0,,,,,,0.8400,0.54,-0.54,0.8634,,,,,,213,,,0.01570,4.00000e-03,-4.00000e-03,,,,1.74,0.68,-0.68,0.018,,,79.07,,,1992.0,,,,,,4.400000,1.90000,-1.90000,21.80,,,,6000.00,200.00,-200.00,4.460,0.300,-0.300,,,,1.0200,0.3000,-0.3000,1.0900,0.3000,-0.3000,,,,289.250120,41.484871,15.232
5791986,K00413.02,Kepler-151 c,CONFIRMED,NOT DISPOSITIONED,,,,,,24.67424000,2.30000e-04,-2.30000e-04,146.7743000,3.40000e-03,-3.40000e-03,2454979.774,3.40000e-03,-3.40000e-03,0,,,,,,0.6600,0.72,-0.72,3.0590,,,,,,652,,,0.02460,4.10000e-03,-4.10000e-03,,,,2.20,1.40,-1.40,0.158,,,89.38,,,542.0,,,,,,49.000000,22.00000,-22.00000,40.00,,,,5439.00,92.00,-92.00,4.560,0.300,-0.300,,,,0.8100,0.5200,-0.5200,0.8600,0.1100,-0.1100,4.6000,3.9000,-3.9000,292.162780,41.023239,14.769
5872150,K00414.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,20.35508560,5.10000e-06,-5.10000e-06,175.3431410,8.50000e-05,-8.50000e-05,2455008.343,8.50000e-05,-8.50000e-05,0,,,,,,0.4750,0.10,-0.10,5.2890,,,,,,25382,,,0.14910,2.10000e-04,-2.10000e-04,,,,17.00,7.60,-7.60,0.147,,,89.38,,,711.0,,,,,,30.770000,0.45000,-0.45000,2261.30,,,,6042.00,120.00,-120.00,4.410,0.300,-0.300,,,,1.0500,0.4700,-0.4700,1.0200,0.1100,-0.1100,3.8000,1.9000,-1.9000,290.425380,41.139149,14.557
5872150,K00414.02,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,5.92236600,4.70000e-05,-4.70000e-05,173.8185000,2.60000e-03,-2.60000e-03,2455006.819,2.60000e-03,-2.60000e-03,0,,,,,,0.4800,0.10,-0.10,3.0100,,,,,,357,,,0.01765,3.90000e-04,-3.90000e-04,,,,2.02,0.90,-0.90,0.065,,,88.24,,,1069.0,,,,,,13.510000,0.20000,-0.20000,49.70,,,,6042.00,120.00,-120.00,4.410,0.300,-0.300,,,,1.0500,0.4700,-0.4700,1.0200,0.1100,-0.1100,3.8000,1.9000,-1.9000,290.425380,41.139149,14.557
6850504,K00070.02,Kepler-20 b,CONFIRMED,CANDIDATE,,,,,,3.69611590,4.40000e-06,-4.40000e-06,134.5009300,4.90000e-04,-4.90000e-04,2454967.501,4.90000e-04,-4.90000e-04,0,,,,,,0.7000,0.10,-0.10,2.4973,,,,,,387,,,0.01925,1.80000e-04,-1.80000e-04,,,,1.97,0.16,-0.16,0.045,,,85.37,,,1097.0,,,,,,8.420000,0.85000,-0.85000,156.20,,,,5443.00,44.00,-44.00,4.450,0.100,-0.100,,,,0.9390,0.0770,-0.0770,0.9010,0.0220,-0.0220,9.3000,3.7000,-3.7000,287.698000,42.338718,12.498
6289650,K00415.01,,CANDIDATE,CANDIDATE,,,,,,166.78821000,4.10000e-04,-4.10000e-04,245.1417700,7.80000e-04,-7.80000e-04,2455078.142,7.80000e-04,-7.80000e-04,0,,,,,,0.5500,0.17,-0.17,6.0104,,,,,,4735,,,0.06510,1.80000e-03,-1.80000e-03,,,,7.90,3.50,-3.50,0.600,,,89.95,,,365.0,,,,,,193.000000,69.00000,-69.00000,245.40,,,,6083.00,98.00,-98.00,4.360,0.300,-0.300,,,,1.1100,0.4900,-0.4900,1.0400,0.1200,-0.1200,4.4000,1.6000,-1.6000,293.306060,41.606369,14.110
6508221,K00416.01,Kepler-152 b,CONFIRMED,CANDIDATE,,,,,,18.20800900,4.80000e-05,-4.80000e-05,185.8415400,9.20000e-04,-9.20000e-04,2455018.842,9.20000e-04,-9.20000e-04,0,,,,,,0.5600,0.33,-0.33,3.8016,,,,,,1602,,,0.03750,2.90000e-03,-2.90000e-03,,,,3.00,1.80,-1.80,0.127,,,88.81,,,556.0,,,,,,32.000000,13.00000,-13.00000,150.00,,,,5249.00,72.00,-72.00,4.630,0.300,-0.300,,,,0.7300,0.4300,-0.4300,0.8320,0.0950,-0.0950,0.8000,3.8000,-3.8000,286.865480,41.989079,14.290
6508221,K00416.02,Kepler-152 c,CONFIRMED,CANDIDATE,,,,,,88.25474000,6.10000e-04,-6.10000e-04,153.7802000,2.50000e-03,-2.50000e-03,2454986.780,2.50000e-03,-2.50000e-03,0,,,,,,0.8560,0.10,-0.10,4.2983,,,,,,1140,,,0.03610,2.80000e-03,-2.80000e-03,,,,2.90,1.70,-1.70,0.365,,,89.38,,,328.0,,,,,,92.000000,36.00000,-36.00000,61.80,,,,5249.00,72.00,-72.00,4.630,0.300,-0.300,,,,0.7300,0.4300,-0.4300,0.8320,0.0950,-0.0950,0.8000,3.8000,-3.8000,286.865480,41.989079,14.290
6879865,K00417.01,,CANDIDATE,CANDIDATE,,,,,,19.19309100,1.80000e-05,-1.80000e-05,176.9662600,3.20000e-04,-3.20000e-04,2455009.966,3.20000e-04,-3.20000e-04,0,,,,,,0.9820,0.10,-0.10,2.5475,,,,,,6847,,,0.12300,2.80000e-02,-2.80000e-02,,,,12.00,5.80,-5.80,0.140,,,88.24,,,653.0,,,,,,31.400000,5.30000,-5.30000,359.80,,,,5870.00,99.00,,4.540,0.300,-0.300,,,,0.8900,0.3900,-0.3900,0.9970,0.0800,-0.0800,0.4000,3.0000,-3.0000,296.249540,42.335480,14.847
7975727,K00418.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,22.41833000,1.20000e-05,-1.20000e-05,172.7962000,1.90000e-04,-1.90000e-04,2455005.796,1.90000e-04,-1.90000e-04,0,,,,,,0.8099,0.10,-0.10,5.3360,,,,,,12009,,,0.11352,2.90000e-04,-2.90000e-04,,,,10.80,5.40,-5.40,0.145,,,88.24,,,580.0,,,,,,24.540000,0.44000,-0.44000,1066.00,,,,5353.00,77.00,-77.00,4.460,0.300,-0.300,,,,0.8800,0.4300,-0.4300,0.8030,0.0730,-0.0730,13.9000,4.1000,-4.1000,296.899380,43.707218,14.479
8219673,K00419.01,,CANDIDATE,CANDIDATE,,,,,,20.13151000,1.40000e-05,-1.40000e-05,189.3896000,2.40000e-04,-2.40000e-04,2455022.390,2.40000e-04,-2.40000e-04,0,,,,,,1.2200,0.78,-0.78,3.2750,,,,,,8198,,,0.33000,1.40000e-01,-1.40000e-01,,,,33.00,18.00,-18.00,0.146,,,87.09,,,668.0,,,,,,24.500000,4.90000,-4.90000,555.80,,,,5990.00,91.00,-91.00,4.510,0.300,-0.300,,,,0.9300,0.3000,-0.3000,1.0310,0.0580,-0.0580,0.5000,2.4000,-2.4000,285.891240,44.181728,14.519
8352537,K00420.01,Kepler-547 b,CONFIRMED,CANDIDATE,,,,,,6.01037360,5.00000e-06,-5.00000e-06,174.0847300,2.70000e-04,-2.70000e-04,2455007.085,2.70000e-04,-2.70000e-04,0,,,,,,0.5700,0.28,-0.28,2.2123,,,,,,2700,,,0.04860,3.10000e-03,-3.10000e-03,,,,3.65,0.25,-0.25,0.058,,,88.24,,,738.0,,,,,,18.300000,5.40000,-5.40000,354.50,,,,4860.00,65.00,-65.00,4.610,0.300,-0.300,,,,0.6870,0.0190,-0.0190,0.7020,0.0190,-0.0190,13.8000,4.0000,-4.0000,286.118680,44.345280,14.247
8806123,K00523.02,Kepler-177 b,CONFIRMED,CANDIDATE,,,,,,36.85478000,4.90000e-04,-4.90000e-04,138.9239000,5.00000e-03,-5.00000e-03,2454971.924,5.00000e-03,-5.00000e-03,0,,,,,,0.4740,0.10,-0.10,7.5310,,,,,,708,,,0.02499,5.00000e-04,-5.00000e-04,,,,2.90,1.20,-1.20,0.223,,,89.38,,,598.0,,,,,,34.000000,4.00000,-4.00000,47.00,,,,6197.00,105.00,-105.00,4.420,0.300,-0.300,,,,1.0700,0.4300,-0.4300,1.0900,0.1100,-0.1100,1.8000,1.2000,-1.2000,286.047120,45.053211,15.000
2571238,K00084.01,Kepler-19 b,CONFIRMED,NOT DISPOSITIONED,,,,,,9.28700900,1.30000e-05,-1.30000e-05,135.9920000,5.40000e-04,-5.40000e-04,2454968.992,5.40000e-04,-5.40000e-04,0,,,,,,0.8140,0.10,-0.10,3.5406,,,,,,696,,,0.02709,3.00000e-04,-3.00000e-04,,,,2.53,0.15,-0.15,0.084,,,86.52,,,781.0,,,,,,12.600000,1.60000,-1.60000,289.90,,,,5541.00,60.00,-60.00,4.530,0.100,-0.100,,,,0.8570,0.0490,-0.0490,0.9060,0.0300,-0.0300,4.0000,3.3000,-3.3000,290.420810,37.851799,11.898
8934495,K00524.01,Kepler-1721 b,CONFIRMED,CANDIDATE,,,,,,4.59239200,1.40000e-05,-1.40000e-05,172.0043100,9.70000e-04,-9.70000e-04,2455005.004,9.70000e-04,-9.70000e-04,0,,,,,,0.1600,0.50,-0.50,2.3795,,,,,,966,,,0.02780,1.90000e-03,-1.90000e-03,,,,2.28,0.87,-0.87,0.051,,,89.38,,,899.0,,,,,,15.000000,5.60000,-5.60000,108.80,,,,5321.00,80.00,-80.00,4.620,0.300,-0.300,,,,0.7500,0.2800,-0.2800,0.8520,0.0520,-0.0520,0.7000,3.8000,-3.8000,283.544160,45.225552,14.868
9119458,K00525.01,,CANDIDATE,CANDIDATE,,,,,,11.53183700,4.90000e-05,-4.90000e-05,173.6833000,1.40000e-03,-1.40000e-03,2455006.683,1.40000e-03,-1.40000e-03,0,,,,,,0.9460,0.10,-0.10,2.2417,,,,,,1194,,,0.04060,2.00000e-03,-2.00000e-03,,,,5.00,1.80,-1.80,0.097,,,87.09,,,865.0,,,,,,17.000000,6.60000,-6.60000,57.20,,,,5736.00,108.00,-108.00,4.290,0.300,-0.300,,,,1.1400,0.4000,-0.4000,0.9200,0.1000,-0.1000,11.0000,2.5000,-2.5000,300.907780,45.457870,14.539
9157634,K00526.01,Kepler-586 b,CONFIRMED,CANDIDATE,,,,,,2.10471420,3.50000e-06,-3.50000e-06,171.0442200,4.30000e-04,-4.30000e-04,2455004.044,4.30000e-04,-4.30000e-04,0,,,,,,0.8000,0.12,-0.12,1.8507,,,,,,923,,,0.03110,1.30000e-03,-1.30000e-03,,,,2.70,1.10,-1.10,0.031,,,81.93,,,1240.0,,,,,,5.700000,2.70000,-2.70000,173.20,,,,5526.00,121.00,-121.00,4.580,0.300,-0.300,,,,0.8000,0.3200,-0.3200,0.9030,0.0570,-0.0570,0.8000,4.1000,-4.1000,293.057220,45.551189,14.427
9636569,K00527.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,10.63628800,3.70000e-05,-3.70000e-05,171.6900000,2.40000e-03,-2.40000e-03,2455004.690,2.40000e-03,-2.40000e-03,0,,,,,,0.0320,0.10,-0.10,3.8987,,,,,,380,,,0.01750,7.80000e-03,-7.80000e-03,,,,1.72,0.99,-0.99,0.095,,,89.95,,,801.0,,,,,,21.290000,0.43000,-0.43000,46.80,,,,5897.00,76.00,-76.00,4.530,0.300,-0.300,,,,0.9000,0.3300,-0.3300,1.0050,0.0590,-0.0590,0.4000,2.9000,-2.9000,285.338500,46.309872,14.433
